NO,TRS_TYPE,NOCUST,NAMAOUTLET,ALAMATOUTLET,KOTA,CABANG,KODE_SEKTORAL,NO_INVC,TGL_INVC,KODEBARANG,NAMABARANG,KEMASAN,QTYSALES,QTYBONUS,VALUEHNA,SPEC_DISC,DISC_DBM,SALES_DISC,CASH1_DISC,VALUE_NET_SALES,EXP_DATE,BATCH_NUM,Month,NAMASALESMAN
153,SALES,1401005,SARI GUNUNG.Ap,JL KAPT BANGSI SEMBIRING 58,KABAN JAHE,DBM Medan,AAPR,MDA-SPJ-22009827,29/04/2022,CCM009,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),BTL,12,0,1344000,30,0,0,0,940800,45627,2201091,4,AZIS SYAHPUTRA (AP&RS)
154,SALES,1401005,SARI GUNUNG.Ap,JL KAPT BANGSI SEMBIRING 58,KABAN JAHE,DBM Medan,AAPR,MDA-SPJ-22009827,29/04/2022,CCM010,NATURALLE FISH OIL 1000MG (BTL/60S),BTL,12,0,2208000,27.5,0,0,0,1600800,45444,2107161,4,AZIS SYAHPUTRA (AP&RS)
155,SALES,1401005,SARI GUNUNG.Ap,JL KAPT BANGSI SEMBIRING 58,KABAN JAHE,DBM Medan,AAPR,MDA-SPJ-22009827,29/04/2022,CCM015,NATURALLE KACIP FATIMAH PLUS (BTL/60),BTL,12,0,960000,20,0,0,0,768000,45261,2101298,4,AZIS SYAHPUTRA (AP&RS)
156,SALES,1400099,AGUNG.TO,JL BRIGJEND KATAMSO NO 156-A,MEDAN,DBM Medan,ATOB,MDA-SPJ-22009828,29/04/2022,CCM004,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),BTL,24,0,876000,20,0,0,0,700800,45474,2108052,4,FITRI HANDAYANI (TSE DUO MEDAN
157,SALES,1400099,AGUNG.TO,JL BRIGJEND KATAMSO NO 156-A,MEDAN,DBM Medan,ATOB,MDA-SPJ-22009828,29/04/2022,CCM009,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),BTL,38,0,4256000,30,0,0,0,2979200,45627,2201091,4,FITRI HANDAYANI (TSE DUO MEDAN
158,SALES,1400099,AGUNG.TO,JL BRIGJEND KATAMSO NO 156-A,MEDAN,DBM Medan,ATOB,MDA-SPJ-22009828,29/04/2022,CCM010,NATURALLE FISH OIL 1000MG (BTL/60S),BTL,16,0,2944000,27.5,0,0,0,2134400,45444,2107161,4,FITRI HANDAYANI (TSE DUO MEDAN
159,SALES,1410094,RAYA JAYA.Ap,JL. VETERAN NO. 38 PASAR V HELVETIA LABUHAN DELI,DELI SERDANG,DBM Medan,AAPR,MDA-SPJ-22009851,29/04/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,4,0,148000,3,0,0,0,143560,45078,2201001,4,FITRI HANDAYANI (TSE DUO MEDAN
160,SALES,1409914,KOPERASI SERBA USAHA BINTANG ABADI NUSANTARA,JL. KL. YOS SUDARSO RT RW KELURAHAN TANJUNG MULIA,MEDAN,DBM Medan,BKOP,MDA-SPJ-22009852,29/04/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,12,0,444000,8,0,0,0,408480,45078,2201001,4,FITRI HANDAYANI (TSE DUO MEDAN
161,SALES,1407659,HARRY NA JAYA FARMA.Ap,JL. MENTENG RAYA VII NO.7,MEDAN,DBM Medan,AAPR,MDA-SPJ-22009853,29/04/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,4,0,148000,3,0,0,0,143560,45078,2201001,4,FITRI HANDAYANI (TSE DUO MEDAN
162,SALES,1407239,PANCUR BATU.Ap,JL. JAMIN GINTING NO. 123 D PANCUR BATU,MEDAN,DBM Medan,AAPR,MDA-SPJ-22009854,29/04/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,4,0,148000,3,0,0,0,143560,45078,2201001,4,FITRI HANDAYANI (TSE DUO MEDAN
163,RETUR,1408476,NAGA MAS.TO,JL.PSR.RAME NO.2A - 3A (DEKAT TO DELIBARU),MEDAN,DBM Medan,ATOB,MDA-RPJ-22001691,30/04/2022,CCM004,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),BTL,-1,0,-34500,0,0,0,0,-34500,45474,2108052,4,BAYU PRATAMA (GT)
164,RETUR,1408476,NAGA MAS.TO,JL.PSR.RAME NO.2A - 3A (DEKAT TO DELIBARU),MEDAN,DBM Medan,ATOB,MDA-RPJ-22001691,30/04/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,-1,0,-85000,0,0,0,0,-85000,45413,2106335,4,BAYU PRATAMA (GT)
165,RETUR,1402828,WINCO.TO,JL. ROTAN NO. 41,MEDAN,DBM Medan,ATOB,MDA-RPJ-22001692,30/04/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,-1,0,-85000,0,0,0,0,-85000,45413,2106335,4,BAYU PRATAMA (GT)
166,SALES,1404230,ANUGERAH.TO,JL. JEND.SUDIRMAN NO. 321,BINJAI,DBM Medan,ATOB,MDA-SPJ-22009855,29/04/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,4,0,148000,3,0,0,0,143560,45078,2201001,4,FITRI HANDAYANI (TSE DUO MEDAN
167,SALES,1409858,SINAR BINTANG.Ap,JL. JEND. SUDIRMAN NO. 58 PEMATANG RAYA SIMALUNGUN,P. SIANTAR,DBM Medan,AAPR,MDA-SPJ-22009859,29/04/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,24,0,888000,8,0,0,0,816960,45078,2201001,4,BUDIONO (ALL SEKTOR)
168,SALES,1410138,KAYLA FARMA.Ap,JL. VETERAN PASAR V NO. 50,DELI SERDANG,DBM Medan,AAPR,MDA-SPJ-22009861,29/04/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,3,0,111000,0,0,0,0,111000,45078,2201001,4,FITRI HANDAYANI (TSE DUO MEDAN
169,SALES,1401005,SARI GUNUNG.Ap,JL KAPT BANGSI SEMBIRING 58,KABAN JAHE,DBM Medan,AAPR,MDA-SPJ-22009862,29/04/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,12,0,1128000,7,0,0,0,1049040,45658,2202163,4,AZIS SYAHPUTRA (AP&RS)
170,SALES,1409362,RAYA IV.Ap,JL. RUMAH POTONG HEWAN NO. 121 B,MEDAN,DBM Medan,AAPR,MDA-SPJ-22009863,29/04/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,12,0,444000,8,0,0,0,408480,45078,2201001,4,FITRI HANDAYANI (TSE DUO MEDAN
171,SALES,1404598,APHING.TO,JL.PSR RAME LT.II NO.223/236,MEDAN,DBM Medan,ATOB,MDA-SPJ-22009864,29/04/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,4,0,148000,3,0,0,0,143560,45078,2201001,4,FITRI HANDAYANI (TSE DUO MEDAN
172,SALES,1409500,INDAH.Ap,JL. BAHAGIA BY PASS NO. 43 B,MEDAN,DBM Medan,AAPR,MDA-SPJ-22009865,29/04/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,4,0,148000,3,0,0,0,143560,45078,2201001,4,FITRI HANDAYANI (TSE DUO MEDAN
173,SALES,1409225,NASIONAL FARMA.Ap,JL. DENAI NO 58,MEDAN,DBM Medan,AAPR,MDA-SPJ-22009866,29/04/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,4,0,148000,3,0,0,0,143560,45078,2201001,4,FITRI HANDAYANI (TSE DUO MEDAN
174,SALES,1400099,AGUNG.TO,JL BRIGJEND KATAMSO NO 156-A,MEDAN,DBM Medan,ATOB,MDA-SPJ-22009867,29/04/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,36,0,3384000,7,0,0,0,3147120,45658,2202163,4,FITRI HANDAYANI (TSE DUO MEDAN
175,SALES,14000968,PT. KALIMAS GLOBAL ASIA,JL.SETIA BUDI NO 133,MEDAN,DBM Medan,AAPR,MDA-SPJ-22009868,29/04/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,24,0,2256000,7,0,0,0,2098080,45658,2202163,4,HERIADI (AP & RS)
176,SALES,1407000,SAUDARA JAYA.Ap,JL. MARGA SILIMA NO. 49,SIDIKALANG,DBM Medan,AAPR,MDA-SPJ-22009870,30/04/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,24,0,2256000,7,0,0,0,2098080,45658,2202163,4,AZIS SYAHPUTRA (AP&RS)
177,SALES,14000222,BONA JAYA.AP,JL.JAMIN GINTING NO.96,MEDAN,DBM Medan,AAPR,MDA-SPJ-22009871,30/04/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,72,0,6768000,7,0,0,0,6294240,45658,2202163,4,HERIADI (AP & RS)
178,SALES,14000222,BONA JAYA.AP,JL.JAMIN GINTING NO.96,MEDAN,DBM Medan,AAPR,MDA-SPJ-22009873,30/04/2022,CCM010,NATURALLE FISH OIL 1000MG (BTL/60S),BTL,12,0,2208000,27.5,0,0,0,1600800,45444,2107161,4,HERIADI (AP & RS)
179,SALES,14000968,PT. KALIMAS GLOBAL ASIA,JL.SETIA BUDI NO 133,MEDAN,DBM Medan,AAPR,MDA-SPJ-22009875,30/04/2022,CCM009,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),BTL,24,0,2688000,30,0,0,0,1881600,45627,2201091,4,HERIADI (AP & RS)
180,SALES,1400320,VITA SARI.Ap,JL KAPT BANGSI SEMBIRING NO 11,KABAN JAHE,DBM Medan,AAPR,MDA-SPJ-22009887,30/04/2022,CCM004,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),BTL,53,0,1934500,20,0,0,0,1547600,45474,2108052,4,AZIS SYAHPUTRA (AP&RS)
181,SALES,1400320,VITA SARI.Ap,JL KAPT BANGSI SEMBIRING NO 11,KABAN JAHE,DBM Medan,AAPR,MDA-SPJ-22009887,30/04/2022,CCM006,MAXITON SOFT CAP (BTL/30S),BTL,72,0,6768000,8,0,0,0,6226560,45474,2108157,4,AZIS SYAHPUTRA (AP&RS)
182,SALES,1400320,VITA SARI.Ap,JL KAPT BANGSI SEMBIRING NO 11,KABAN JAHE,DBM Medan,AAPR,MDA-SPJ-22009887,30/04/2022,CCM008,NATURALLE VIT E 250IU (BTL/30S),BTL,36,0,2952000,30,0,0,0,2066400,45413,2106370,4,AZIS SYAHPUTRA (AP&RS)
183,SALES,1400320,VITA SARI.Ap,JL KAPT BANGSI SEMBIRING NO 11,KABAN JAHE,DBM Medan,AAPR,MDA-SPJ-22009887,30/04/2022,CCM011,NATURALLE GARLIC OIL 3000MG (BTL/100S),BTL,24,0,2280000,30,0,0,0,1596000,45139,2009092,4,AZIS SYAHPUTRA (AP&RS)
184,SALES,1400320,VITA SARI.Ap,JL KAPT BANGSI SEMBIRING NO 11,KABAN JAHE,DBM Medan,AAPR,MDA-SPJ-22009890,30/04/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,72,0,2664000,8,0,0,0,2450880,45078,2201001,4,AZIS SYAHPUTRA (AP&RS)
185,SALES,1400320,VITA SARI.Ap,JL KAPT BANGSI SEMBIRING NO 11,KABAN JAHE,DBM Medan,AAPR,MDA-SPJ-22009890,30/04/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,84,0,7896000,20,0,0,0,6316800,45658,2202163,4,AZIS SYAHPUTRA (AP&RS)
318,RETUR,1410094,RAYA JAYA.Ap,JL. VETERAN NO. 38 PASAR V HELVETIA LABUHAN DELI,DELI SERDANG,DBM Medan,AAPR,MDA-RPJ-22001707,04/05/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,-6,0,-210000,5,10,0,0,-178500,44743,2102044,5,"MUHAMMAD HAIRUL (TSE DUO MDN)"
319,RETUR,1410094,RAYA JAYA.Ap,JL. VETERAN NO. 38 PASAR V HELVETIA LABUHAN DELI,DELI SERDANG,DBM Medan,AAPR,MDA-RPJ-22001708,04/05/2022,CCM011,NATURALLE GARLIC OIL 3000MG (BTL/100S),BTL,-1,0,-95000,15,10,0,0,-71250,45139,2009092,5,FITRI HANDAYANI (TSE DUO MEDAN
320,SALES,14000972,NUSA INDAH. AP,JL.NUSA INDAH RAYA NO. 68 A/7,MEDAN,DBM Medan,AAPR,MDA-SPJ-22009980,05/05/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,6,0,222000,3,0,0,0,215340,45078,2201001,5,FITRI HANDAYANI (TSE DUO MEDAN
321,RETUR,1407239,PANCUR BATU.Ap,JL. JAMIN GINTING NO. 123 D PANCUR BATU,MEDAN,DBM Medan,AAPR,MDA-RPJ-22001823,06/05/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,-2,0,-70000,3,10,0,0,-60900,44743,2102044,5,"MUHAMMAD HAIRUL (TSE DUO MDN)"
322,RETUR,1407659,HARRY NA JAYA FARMA.Ap,JL. MENTENG RAYA VII NO.7,MEDAN,DBM Medan,AAPR,MDA-RPJ-22001824,06/05/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,-4,0,-140000,3,0,0,0,-135800,44743,2102044,5,"MUHAMMAD HAIRUL (TSE DUO MDN)"
323,RETUR,1411124,RIZKY.Ap,JL. AYAHANDA NO. 45,MEDAN,DBM Medan,AAPR,MDA-RPJ-22001825,06/05/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,-1,0,-35000,3,10,0,1,-30145.5,44743,2102044,5,"MUHAMMAD HAIRUL (TSE DUO MDN)"
324,RETUR,1410138,KAYLA FARMA.Ap,JL. VETERAN PASAR V NO. 50,DELI SERDANG,DBM Medan,AAPR,MDA-RPJ-22001826,06/05/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,-2,0,-70000,3,10,0,0,-60900,44743,2102044,5,"MUHAMMAD HAIRUL (TSE DUO MDN)"
325,RETUR,1409500,INDAH.Ap,JL. BAHAGIA BY PASS NO. 43 B,MEDAN,DBM Medan,AAPR,MDA-RPJ-22001827,06/05/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,-2,0,-70000,3,10,0,0,-60900,44743,2102044,5,"MUHAMMAD HAIRUL (TSE DUO MDN)"
326,RETUR,1405888,AURA.Ap,JL.DENAI / RAWA MEDAN NO. 68,MEDAN,DBM Medan,AAPR,MDA-RPJ-22001829,06/05/2022,CCM004,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),BTL,-1,0,-34500,0,0,0,0,-34500,45474,2108052,5,SISWANI PARAPAT (AP.RS))
327,SALES,1409257,RAYA VI.Ap,JL. PLATINA RAYA NO. 36 MEDAN BELAWAN,MEDAN,DBM Medan,AAPR,MDA-SPJ-22010010,06/05/2022,CCM005,CHAMPS VIT C 100MG (BTL/30),BTL,6,0,168000,3,0,0,0,162960,45444,2107236,5,FITRI HANDAYANI (TSE DUO MEDAN
328,SALES,1410762,SURYA FARMA JAYA.Ap,JL. PANGLIMA DENAI MEDAN TENGGARA NO. 85 F,MEDAN,DBM Medan,AAPR,MDA-SPJ-22010097,09/05/2022,CCM006,MAXITON SOFT CAP (BTL/30S),BTL,1,0,94000,0,0,0,0,94000,45474,2108157,5,FITRI HANDAYANI (TSE DUO MEDAN
329,RETUR,14000761,AHMAD SAMSURI. AP,JL M YAKUB LBS NO 231B,MEDAN,DBM Medan,AAPR,MDA-RPJ-22001850,10/05/2022,CCM004,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),BTL,-1,0,-34500,0,0,0,0,-34500,45474,2108052,5,SISWANI PARAPAT (AP.RS))
330,RETUR,14000761,AHMAD SAMSURI. AP,JL M YAKUB LBS NO 231B,MEDAN,DBM Medan,AAPR,MDA-RPJ-22001850,10/05/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,-1,0,-85000,0,0,0,0,-85000,45413,2106335,5,SISWANI PARAPAT (AP.RS))
331,SALES,1409174,MATAHARI.Ap,JL.MERDEKA NO. 33,P. SIANTAR,DBM Medan,AAPR,MDA-SPJ-22010191,10/05/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,4,0,148000,3,0,0,0,143560,45078,2201001,5,BUDIONO (ALL SEKTOR)
332,SALES,14000004,HISYAM.AP,JL.SETIA BUDI NO.144-B KEL. TANJUNG SARI,MEDAN,DBM Medan,AAPN,MDA-SPJ-22010203,10/05/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,4,0,148000,3,0,0,0,143560,45078,2201001,5,FITRI HANDAYANI (TSE DUO MEDAN
333,SALES,14000004,HISYAM.AP,JL.SETIA BUDI NO.144-B KEL. TANJUNG SARI,MEDAN,DBM Medan,AAPN,MDA-SPJ-22010203,10/05/2022,CCM006,MAXITON SOFT CAP (BTL/30S),BTL,1,0,94000,0,0,0,0,94000,45474,2108157,5,FITRI HANDAYANI (TSE DUO MEDAN
334,SALES,1407000,SAUDARA JAYA.Ap,JL. MARGA SILIMA NO. 49,SIDIKALANG,DBM Medan,AAPR,MDA-SPJ-22010306,11/05/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,24,0,888000,8,0,0,0,816960,45078,2201001,5,AZIS SYAHPUTRA (AP&RS)
335,SALES,1407000,SAUDARA JAYA.Ap,JL. MARGA SILIMA NO. 49,SIDIKALANG,DBM Medan,AAPR,MDA-SPJ-22010306,11/05/2022,CCM005,CHAMPS VIT C 100MG (BTL/30),BTL,24,0,672000,20,0,0,0,537600,45444,2107236,5,AZIS SYAHPUTRA (AP&RS)
336,SALES,1407000,SAUDARA JAYA.Ap,JL. MARGA SILIMA NO. 49,SIDIKALANG,DBM Medan,AAPR,MDA-SPJ-22010306,11/05/2022,CCM006,MAXITON SOFT CAP (BTL/30S),BTL,36,0,3384000,8,0,0,0,3113280,45474,2108157,5,AZIS SYAHPUTRA (AP&RS)
337,SALES,1407000,SAUDARA JAYA.Ap,JL. MARGA SILIMA NO. 49,SIDIKALANG,DBM Medan,AAPR,MDA-SPJ-22010306,11/05/2022,CCM007,NATURALLE BETA CAROTENE 6MG (BTL/30S),BTL,12,0,744000,30,0,0,0,520800,45413,2106375,5,AZIS SYAHPUTRA (AP&RS)
338,SALES,1407000,SAUDARA JAYA.Ap,JL. MARGA SILIMA NO. 49,SIDIKALANG,DBM Medan,AAPR,MDA-SPJ-22010306,11/05/2022,CCM009,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),BTL,12,0,1344000,30,0,0,0,940800,45627,2201091,5,AZIS SYAHPUTRA (AP&RS)
339,SALES,1407000,SAUDARA JAYA.Ap,JL. MARGA SILIMA NO. 49,SIDIKALANG,DBM Medan,AAPR,MDA-SPJ-22010306,11/05/2022,CCM010,NATURALLE FISH OIL 1000MG (BTL/60S),BTL,12,0,2208000,27.5,0,0,0,1600800,45444,2107161,5,AZIS SYAHPUTRA (AP&RS)
340,SALES,1407000,SAUDARA JAYA.Ap,JL. MARGA SILIMA NO. 49,SIDIKALANG,DBM Medan,AAPR,MDA-SPJ-22010306,11/05/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,18,0,1692000,7,0,0,0,1573560,45413,2106335,5,AZIS SYAHPUTRA (AP&RS)
341,SALES,1407000,SAUDARA JAYA.Ap,JL. MARGA SILIMA NO. 49,SIDIKALANG,DBM Medan,AAPR,MDA-SPJ-22010306,11/05/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,6,0,564000,7,0,0,0,524520,45658,2202163,5,AZIS SYAHPUTRA (AP&RS)
342,SALES,1407917,RAYA III.Ap,JL. KELAMBIR LIMA NO. 150 TJ. GUSTA,MEDAN,DBM Medan,AAPR,MDA-SPJ-22010347,11/05/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,7,0,259000,5,0,0,0,246050,45078,2201001,5,FITRI HANDAYANI (TSE DUO MEDAN
343,SALES,1406389,KURNIA FARMA.Ap,JL. BESAR,TARUTUNG,DBM Medan,AAPR,MDA-SPJ-22010353,11/05/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,7,0,259000,5,0,0,0,246050,45078,2201001,5,BUDIONO (ALL SEKTOR)
344,SALES,1409060,SERASI.Ap,JL.BUKIT BARISAN NO.34 BALIGE,TOBASA (BALIGE),DBM Medan,AAPR,MDA-SPJ-22010355,11/05/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,12,0,444000,8,0,0,0,408480,45078,2201001,5,BUDIONO (ALL SEKTOR)
345,SALES,1410401,MW RAMBUTAN 2.Ap,JL. SETIA BUDI PASAR I NO. 135 MEDAN SELAYANG,MEDAN,DBM Medan,AAPR,MDA-SPJ-22010358,11/05/2022,CCM005,CHAMPS VIT C 100MG (BTL/30),BTL,4,0,112000,10,0,0,0,100800,45444,2107236,5,FITRI HANDAYANI (TSE DUO MEDAN
346,SALES,1405559,DETTY.Ap,JL. KAPT. MUSLIM NO. 45-A,MEDAN,DBM Medan,AAPR,MDA-SPJ-22010480,13/05/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,6,0,222000,3,0,0,0,215340,45078,2201001,5,FITRI HANDAYANI (TSE DUO MEDAN
347,SALES,1408732,RAFIF FARMA.Ap,JL.BESAR NAMORAMBE,MEDAN,DBM Medan,AAPR,MDA-SPJ-22010538,13/05/2022,CCM006,MAXITON SOFT CAP (BTL/30S),BTL,2,0,188000,0,0,0,0,188000,45474,2108157,5,FITRI HANDAYANI (TSE DUO MEDAN
348,SALES,1400320,VITA SARI.Ap,JL KAPT BANGSI SEMBIRING NO 11,KABAN JAHE,DBM Medan,AAPR,MDA-SPJ-22010539,13/05/2022,CCM007,NATURALLE BETA CAROTENE 6MG (BTL/30S),BTL,24,0,1488000,30,0,0,0,1041600,45413,2106375,5,AZIS SYAHPUTRA (AP&RS)
349,SALES,1400320,VITA SARI.Ap,JL KAPT BANGSI SEMBIRING NO 11,KABAN JAHE,DBM Medan,AAPR,MDA-SPJ-22010539,13/05/2022,CCM010,NATURALLE FISH OIL 1000MG (BTL/60S),BTL,24,0,4416000,27.5,0,0,0,3201600,45444,2107161,5,AZIS SYAHPUTRA (AP&RS)
350,SALES,14000968,PT. KALIMAS GLOBAL ASIA,JL.SETIA BUDI NO 133,MEDAN,DBM Medan,AAPR,MDA-SPJ-22010548,13/05/2022,CCM008,NATURALLE VIT E 250IU (BTL/30S),BTL,36,0,2952000,30,0,0,0,2066400,45413,2106370,5,HERIADI (AP & RS)
351,SALES,1400320,VITA SARI.Ap,JL KAPT BANGSI SEMBIRING NO 11,KABAN JAHE,DBM Medan,AAPR,MDA-SPJ-22010606,14/05/2022,CCM007,NATURALLE BETA CAROTENE 6MG (BTL/30S),BTL,24,0,1488000,30,0,0,0,1041600,45413,2106375,5,AZIS SYAHPUTRA (AP&RS)
352,RETUR,1409060,SERASI.Ap,JL.BUKIT BARISAN NO.34 BALIGE,TOBASA (BALIGE),DBM Medan,AAPR,MDA-RPJ-22001865,17/05/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,-4,0,-140000,8,0,0,0,-128800,44743,2102044,5,BUDIONO (ALL SEKTOR)
353,SALES,1409174,MATAHARI.Ap,JL.MERDEKA NO. 33,P. SIANTAR,DBM Medan,AAPR,MDA-SPJ-22010691,17/05/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,4,0,148000,3,0,0,0,143560,45078,2201001,5,BUDIONO (ALL SEKTOR)
354,SALES,14000968,PT. KALIMAS GLOBAL ASIA,JL.SETIA BUDI NO 133,MEDAN,DBM Medan,AAPR,MDA-SPJ-22010726,17/05/2022,CCM008,NATURALLE VIT E 250IU (BTL/30S),BTL,36,0,2952000,30,0,0,0,2066400,45413,2106370,5,HERIADI (AP & RS)
355,SALES,1409225,NASIONAL FARMA.Ap,JL. DENAI NO 58,MEDAN,DBM Medan,AAPR,MDA-SPJ-22011017,19/05/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,4,0,148000,3,0,0,0,143560,45078,2201001,5,FITRI HANDAYANI (TSE DUO MEDAN
356,SALES,1400012,*** KARYAWAN ***,JL. GATOT SUBROTO NO. 248,MEDAN,DBM Medan,BPRK,MDA-SPJ-22011142,20/05/2022,CCM006,MAXITON SOFT CAP (BTL/30S),BTL,1,0,94000,0,0,10,0,84600,45474,2108157,5,KREDIT KANTOR
357,SALES,1410476,EVA HUTAHAEAN.Bidan,JL. BESAR NO.15 DUSUN V SEI BALAI,BATU BARA,DBM Medan,AKLN,MDA-SPJ-22011147,20/05/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,12,0,444000,8,0,0,0,408480,45078,2201001,5,FRANS (ALL SEKTOR)
358,SALES,1410476,EVA HUTAHAEAN.Bidan,JL. BESAR NO.15 DUSUN V SEI BALAI,BATU BARA,DBM Medan,AKLN,MDA-SPJ-22011147,20/05/2022,CCM006,MAXITON SOFT CAP (BTL/30S),BTL,12,0,1128000,8,0,0,0,1037760,45474,2108157,5,FRANS (ALL SEKTOR)
359,SALES,14000964,BINTANG FARMA. CV,JL. HOS COKROMINOTO NO. 55,LUBUK PAKAM,DBM Medan,AAPR,MDA-SPJ-22011152,20/05/2022,CCM005,CHAMPS VIT C 100MG (BTL/30),BTL,48,0,1344000,20,0,0,0,1075200,45444,2107236,5,IRPAN GUNAWAN (AP & RS)
360,SALES,14000964,BINTANG FARMA. CV,JL. HOS COKROMINOTO NO. 55,LUBUK PAKAM,DBM Medan,AAPR,MDA-SPJ-22011152,20/05/2022,CCM006,MAXITON SOFT CAP (BTL/30S),BTL,72,0,6768000,8,0,0,0,6226560,45474,2108157,5,IRPAN GUNAWAN (AP & RS)
361,SALES,14000964,BINTANG FARMA. CV,JL. HOS COKROMINOTO NO. 55,LUBUK PAKAM,DBM Medan,AAPR,MDA-SPJ-22011152,20/05/2022,CCM010,NATURALLE FISH OIL 1000MG (BTL/60S),BTL,30,0,5520000,27.5,0,0,0,4002000,45444,2107161,5,IRPAN GUNAWAN (AP & RS)
362,SALES,1410821,MURAH.Ap,JL. MEDAN - BATANG KUIS PSR X TEMBUNG PERCUT SEI T,MEDAN,DBM Medan,AAPR,MDA-SPJ-22011200,21/05/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,3,0,111000,0,0,0,0,111000,45078,2201001,5,FITRI HANDAYANI (TSE DUO MEDAN
363,SALES,1405861,TERANG FARMA.Ap,JL.MEDAN - BT. KUIS NO. 1004 DUSUN XI EMPLASMEN DE,MEDAN,DBM Medan,AAPR,MDA-SPJ-22011201,21/05/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,6,0,222000,3,0,0,0,215340,45078,2201001,5,FITRI HANDAYANI (TSE DUO MEDAN
364,SALES,1410115,ARDUMAS.Bidan,JL. TANJUNG ANOM (TO. NIKO),DELI SERDANG,DBM Medan,ARSB,MDA-SPJ-22011209,21/05/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,6,0,222000,3,0,0,0,215340,45078,2201001,5,FITRI HANDAYANI (TSE DUO MEDAN
365,RETUR,1405503,HUSADA.Ap,JL IRIAN NO.,TANJUNG MORAWA,DBM Medan,AAPR,MDA-RPJ-22001903,23/05/2022,CCM001,CHAMPS EMULSION (BTL/200ML),BTL,-2,0,-74000,0,10,0,0,-66600,44743,2102044,5,IRPAN GUNAWAN (AP & RS)
366,RETUR,1405627,SERBA GUNA.TO,JL.BRIGJEND. HAMID NO.20 A,MEDAN,DBM Medan,ATOB,MDA-RPJ-22001904,23/05/2022,CCM016,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),BTL,-1,0,-85000,0,0,0,0,-85000,45413,2106335,5,BAYU PRATAMA (GT)
